,Column,Score
0,motion_image_high,0.3782307632480199
1,motion_image_low,0.06488350984342899
2,blink_rate,0.716458032571042
3,lean_forward,7.16675577195084
4,lean_backward,0.07452081042215898
5,head_rotation,13.567284392792157
6,eye_rotation,1.8094915459370622
7,Happiness_Avg,0.8859134361143128
8,Happiness_Std,0.5221055059574293
9,Happiness_25P,3.782741459147129
10,Happiness_75P,0.0894783220368457
11,Happiness_Peaks,2.2162523285643054
12,Happiness_0,0.38851610507999806
13,Happiness_20,1.0867511228985898
14,Happiness_40,1.3508408812156856
15,Happiness_60,1.1596823181423148
16,Happiness_80,0.27036491854726963
17,Sadness_Avg,0.06438978116340772
18,Sadness_Std,2.5785838639097
19,Sadness_25P,0.013041109345211962
20,Sadness_75P,0.002528201507007512
21,Sadness_Peaks,1.0524625940610235
22,Sadness_0,0.11125472446438477
23,Sadness_20,0.06853514969654716
24,Sadness_40,0.023207674156402732
25,Sadness_60,0.19358624912252323
26,Sadness_80,0.667909078144666
27,Surprise_Avg,7.223413287654176
28,Surprise_Std,4.08402773533751
29,Surprise_25P,2.957480881956128
30,Surprise_75P,6.330123764678911
31,Surprise_Peaks,1.5145833924509085
32,Surprise_0,1.1328336319350756
33,Surprise_20,0.8022221592103689
34,Surprise_40,3.751942891757381
35,Surprise_60,4.164387609134872
36,Surprise_80,6.565505862716075
37,Fear_Avg,0.029239117130402226
38,Fear_Std,3.8279409267430857
39,Fear_25P,0.7143815307405758
40,Fear_75P,0.11662266222368003
41,Fear_Peaks,1.0169694695625366
42,Fear_0,0.22957377217546543
43,Fear_20,0.2937142409955971
44,Fear_40,0.002160625084703675
45,Fear_60,0.026966635262380228
46,Fear_80,0.7377460373484588
47,Anger_Avg,0.7883106404211199
48,Anger_Std,0.48585473686825814
49,Anger_25P,1.1719217944629026
50,Anger_75P,0.5034659325880575
51,Anger_Peaks,0.4008778421693384
52,Anger_0,0.27126742263599174
53,Anger_20,1.6233945569199293
54,Anger_40,0.7804919194337265
55,Anger_60,0.7282787113447554
56,Anger_80,0.12456860549450789
57,Disgust_Avg,4.12813772062957
58,Disgust_Std,6.085387820133348
59,Disgust_25P,0.04522582223918492
60,Disgust_75P,1.5706595993239176
61,Disgust_Peaks,3.121554176766354
62,Disgust_0,4.663806249381482
63,Disgust_20,3.434450185294323
64,Disgust_40,1.1016722177760243
65,Disgust_60,0.01491624161714903
66,Disgust_80,2.3876575514350318
67,Contempt_Avg,0.01670483047047234
68,Contempt_Std,0.24940267714968228
69,Contempt_25P,0.018714079297633676
70,Contempt_75P,6.957242401576495e-05
71,Contempt_Peaks,10.726822847396761
72,Contempt_0,0.0057112349783822215
73,Contempt_20,0.13640489848961193
74,Contempt_40,0.04484749572556562
75,Contempt_60,0.033200003430474814
76,Contempt_80,0.03307280465566554
77,Blink_Avg,0.187471386590044
78,Blink_Std,1.8910319138268583
79,Blink_25P,
80,Blink_75P,0.6404524214598755
81,Blink_Peaks,0.2998537903001791
82,Blink_0,0.18603499210152963
83,Blink_20,0.1959707583420905
84,Blink_40,0.08091801003025242
85,Blink_60,0.0026747823867293813
86,Blink_80,0.3255980071971647
87,HeadPose_X_Avg,2.2172871543929022
88,HeadPose_X_Std,2.2149537848796164
89,HeadPose_X_25P,0.2630154538853097
90,HeadPose_X_75P,0.10156855752802463
91,HeadPose_X_Peaks,0.2606259290618021
92,HeadPose_X_0,2.220273789252537
93,HeadPose_X_20,0.010540957253985557
94,HeadPose_X_40,0.31225148807600334
95,HeadPose_X_60,0.11934702333344122
96,HeadPose_X_80,0.27995988082765877
97,HeadRotation_X_Avg,2.83736071141647
98,HeadRotation_X_Std,1.0563370027090595
99,HeadRotation_X_25P,3.3813593299491704
100,HeadRotation_X_75P,3.2282128616301704
101,HeadRotation_X_Peaks,0.143566069413625
102,HeadRotation_X_0,2.8319124674567937
103,HeadRotation_X_20,3.5280728130373293
104,HeadRotation_X_40,2.1172924585666473
105,HeadRotation_X_60,2.1096246916197887
106,HeadRotation_X_80,2.2777989659045317
107,EyeAngel_X_Avg,2.8284592228662535
108,EyeAngel_X_Std,1.498086552426948
109,EyeAngel_X_25P,2.257509469953819
110,EyeAngel_X_75P,2.032259240203142
111,EyeAngel_X_Peaks,7.101677895873558
112,EyeAngel_X_0,2.343769883710657
113,EyeAngel_X_20,4.920141828492669
114,EyeAngel_X_40,1.4880802414602692
115,EyeAngel_X_60,1.563934104969727
116,EyeAngel_X_80,1.531003220939891
117,Motion_image_Avg,0.43428362010501975
118,Motion_image_Std,0.6355833432460322
119,Motion_image_25P,0.7312921542081052
120,Motion_image_75P,0.26500414674546396
121,Motion_image_Peaks,0.7091464825460965
122,Motion_image_0,1.43296578487074
123,Motion_image_20,0.4281351273632166
124,Motion_image_40,0.1622452552194948
125,Motion_image_60,0.24887045040301398
126,Motion_image_80,0.20935901640519952
